top1,예상질문,통화내용
요금문의,미납 요금이 있는지 확인해주실 수 있나요?,정성을 다하겠습니다 삼천리 도시가스 이영승입니다 무엇을 도와드릴까요? 예 좀 전에 그 가스 냉면 데 확인 좀 하려고요. 네 주소가 어떻게 되십니까? 여기 인천 위초에 그 주환동. 네. 174-5 드림체 503호요. 성함이 어떻게 되십니까? 홍정자. 말씀 감사합니다. 지금 12월까지 납부하긴 됐고 올해 1월꺼가 아직 납부하긴 안되고 있습니다. 예? 올해 22년도 1월. 아니 얼마 얼마요 3원 얼마 아닌가요? 아니. 16일 드림제 503호는 22년도 1월 고지서가. 네. 13930원입니다. 아 저 가스 아 아직 안 들어왔다고요? 예 입금 확인 안되세요. 아 오늘 좀 냈는데. 13930원이요? 네네. 혹시 다른 사람한테 부탁해갖고 냈다고 문자 들어왔냐고 그러라고 하던데. 그러면 고지서로 내신 거예요 입금 전용계좌번호를 알려주셔 전용계좌로요 안하셨어요 네? 입금 아직 안되어있어요 고객님 안 들어왔다고요? 예예 어 냈다고 확인해보라고 전화드던데 그러면 제가 고객님 계좌랑 통화계신 번호로 네 입금 전용계좌번호를 하나 보내드릴게요. 이 계좌로. 아니요 고객님 그 전용 계좌로 넣었다고 입금을 했다고 연락이 왔다고. 고객님 지금 입금 확인 안 되는 거는. 네. 계좌번호가 잘못 입력을 하셨던지. 계좌번호 잘못 입금을 입력하면 돈이 안 들어갈 거 아니에요. 그러면은 방법이 달라서 그럴 수도 있어요. 아니 그러면 혹시요 공정자가 한중면을 들어갔나 확인해 주실래요? 계좌번호가 틀리지 않았다면 삼천리 공정자 이렇게 떼어야해요 근데 그분한테 삼천리 공정자라고 떴면 좀 물어보야 되세요. 네 잠깐만 잠깐만요 끊지 말아보세요. 네. 둘다 안 떳어. 정국이한테 그러고. 일단 안 봤네 다시. 하세요? 네. 거기 가산계좌가 몇 개 있잖아요. 네네. 그 중에 하나를 제가 몸이 아파서 저 아는 주인한테 부탁을 했거든요. 네. 그거 아까 은행했을때 냈다고 확인해봐달라고 그러더라고요 문자왔는지. 계좌번호는 어떤걸 가르쳐주신거에요? 아니요 거기 그러니깐 그 통지서를 그냥 전를 줬어요. 아 고지서 자체를 주신거에요? 네. 네 그럼 그분이요 고지서를 줬다면 입금 전용계좌가 아닌 지로를 납부할 수 있었으니까. 네. 만약에 납부를 하셨다면은 지로를 납부할 수가 있으니깐 물어보세요. 아 지로를? 예 지로로. 가산계좌가 아니고? 예 지로를 하시면은 목요일이잖아요. 네네. 그럼 다음주 월요일날 입금 확인되세요. 아 지로로 하면요 잠깐만요. 네. 여보세요 다스라 아까 그거 그 뭐야 그 가스 비하고 전기 비하고 정지 비하고 나온거 준거 있잖아요 동이. 그거 그냥 가산계좌로 입금했는지 아니면 그냥 지로로금했니? 아 지로로 했어? 지로로 하면은 바로 안 뜬데 문자가. 가산계좌라면은 바로 쓰는데 지로로 하면 한 월요일인가 그 때 걸립니다. 아. 어? 아니 하나는 가산계좌로 네가 넣은거야 그 두개는 지로로 그냥 저거 기계로 했지 지금 기계로 넣어서 하는걸로 했지 아 그러면 월요일날 돈을 내 문자인데 그래 알았어 아 여보세요? 지로라셨대요? 네 지로로 있는거래요 아 근데 지로는 전용계좌라는 게 아니라서 문자나 안가고 혹시 그래도 납부 확인하고 싶으면. 네. 어 8일날 오전에 전화 한번 주세요. 아 8일날? 네네 7일까지 입금 확인되는 날이니까 8일날 전화 한번 주세요. 예 8일날 전화할게요. 아 네. 지로하고 전산계좌고 틀린거 같고. 틀려요 왜냐면 지로 사이터를 건너기 때문에 한단계 더 거쳐서 옵니다. 아 예 알았습니다. 네. 확인 전화하겠습니다. 감사합니다. 가스나 전기나 다 똑같은가요? 지로라면 그렇게. 예 지로는 그렇습니다. 아 예 감사합니다. 감사합니다 상담원 양수경이었습니다. 네. 
요금문의,지난 달의 납부 내역을 상세히 알려주실 수 있나요?,정성을 다하겠습니다. 삼천리 도시가스 정사랍니다. 네 요금 확인해보려고요. 네 확인하실 주소가 어떻게 되십니까? 미천리 주안동. 네. 161-4번지. 161-4번지. 사음빌라 201호. 201호 네 말씀이시고요. 네. 잠시만요 요금 고객님 미납만 확인하시는 이럴까요? 네 지난 요금만 확인할게요. 어 미납은 없으세요 3월금까지 납부가 되셨고. 네. 4월 장월금 기본 요금만 발송되어 있습니다. 알겠습니다. 네 궁금한 사항 있으십니까? 없습니다. 네 정성을 다하겠습니다. 네 정성입니다. 네.
요금문의,이번 달 요금 내역에 미납된 부분이 있는지 확인해 주실 수 있나요?,정성을 다하겠습니다 삼천리 도시가스 김은수입니다. 예 저기 그 요금 내려고 하는데 금액이 얼마인지 몰라서요. 아 그렇습니까 확인해드리겠습니다. 주소가 어떻게 되십니까? 예 구얼러 8번길. 네 8번길. 45에. 45에. 신소라 티비 B01이요. 등록된 성함 어떻게 되십?  책자 집자 첫자요. 네 전화주신 분 관계 어떻게 되십니까?  납부드려. 네 고객님께서 납부하실 금액이 현재 21140원으로 확인되었습니다. 요번달꺼 그러면 다 내는거죠? 요번달까지. 네 맞습니다. 네네. 계좌번호 하고 좀 주세요. 네 금액하고 계좌번호 해서 문자 발송 해드리면 되겠습니까? 예예. 네 지금 바로 문자 발송 해드리겠습니다. 네. 내동관상 없으십니까? 그거 자동이체 어디로 되어있어요? 자동이체는 지금 카드자동이체로 되어있습니다 고객님 아 그건 안되겠구나 예예예 뭐 있는지 알았어요 예 알겠습니다 네 동호하실 사항 없으십니까? 예 없어요 네 감사합니다 상담원 최연행입니다. 예.
요금문의,미납 요금 조회를 위한 다른 방법이 있나요?,정성을 다하겠습니다 삼천리 도시가스 미납니다. 아 네 미납금에 문자로 받아보고 싶어서요. 아 요금이요? 주소 확인해 주시면 확인 후에 발송해드리겠습니다 고객님. 네 인천 미쥬올구. 예 미쥬올구. 석정로 355. 네 석정로 350. 오피리아 2차 305호요. 305호이라고 하셨고요. 성함이 어떻게 되십니까? 김현진이요. 네 김현자 진청객님 본인이십니까 고객님? 네네. 수고한 정보 감사합니다. 아 그럼 3월에 고지되었던 금액 미납금액 말씀하시는건가요 고객님? 네네 미납금이요. 은행은 어느 은행이 편하실까요 고객님? 신한이요. 네 그럼 고객님 657호를 등록되어있는 번호 맞습니까? 6576번이요. 아 죄송합니다 6576. 네 그럼 다 금액하고 신한은행 계좌 문자 발송 바로 하겠습니다. 네 혹시 저희가 그 21일 날 이사를 하거든요. 아 4월 21일 날 목요일로 확인되시는데요 고객님. 네네네. 혹시 지금 예약을 같이 해드릴까요 고객님? 어 네. 그날 이사가실때 취사로 사용하시던 가스레인지 가져가시는 겁니까 고객님? 아니요 가스레인지 안 가져가요. 그냥 놓고 가시는 겁니까? 네네. 저희가 21일날 오전에 방문해서 그날까지 쓴 요금 현장에서 정산해 드릴텐데 괜찮으신 겁니까 고객님? 아 네네네. 저랑 그렇게 해주세요. 아 예 지금 예약 되셨고요 가시는 곳은 예약 안해드려야 되는 겁니까 고객님? 어 가는 곳이 지금 거기가 어디껀 쓰고 있는지 몰라서 인천도시가 쓰인지 삼천리인지 저희가 몰라서요. 네 그럼 전주만 접수 해드리고요 고객님. 네네. 가시는 곳 만약에 주소지가 정확하시면 당일 접수만 안되시는 거니까 2 3일 전에 미리 예약하시면 될 거 같습니다. 아 네 알겠습니다. 네 궁금한 사항은 없으십니까? 아 네네네. 그러면 21일 날 오전에 연락주시고 방문을 하시는 건가요? 네 고객님. 아 네 알겠습니다. 네 궁금한 사항은 없으십니까? 네네. 네 감사합니다. 네 감사합니다. 네 감사합니다.
요금문의,미납 요금은 이사 후에 어떻게 처리해야 하나요?,아 알겠습니다 여보세요? 최주희입니다 안녕하십니까 고객님. 여보세요? 네 고객님 어떤 부분 안내 도와드릴까요? 아 여기 이사로 왔는데요. 네. 한달에 지나는데 가스요금이 안나와요. 여기 공주소가 안아요. 확인해서 안내 돌리드리겠습니다. 네 주소가 어떻게 되십니까? 네? 주소가 어떻게 되십니까? 주소요? 예 고객님. 네 제가 맞을 안양시. 안양시. 안양구. 안양구. 네. 네 안양시 안양구. 네. 안양로. 안양로. 340번길. 340번길. 20. 20. 아 저 호수 비는 401호요. 401호 되십니까? 예. 성함은 어떻게 되십니까? 예. 고객님 고지서 받으시는 명의 잡은 성함이 어떻게 되십니까? 1월 좀 아 지금 이사 왔는데요 한달 좀 길었어요 근데 고지서가 안와요. 고객님 401호 맞으십니까? 401호. 어 현재 요금 고지서는 1월 20일까지 납부하시라고 요금 고지서가 벌써 청구되셨고 이 요금은 12월 3월부터 1월 5일까지 사용한 분이신데요. 납부나 납부 조절은 잘 안되네? 여보세요? 12월 3월부터. 예. 1월 5일까지 사용한 분 요금 고지서는 1월달에 발송해서 지금 납부가 안되신 상태이시고요. 그러면 이원. 근데 왜 여기서로 안아요? 고지서는 이전 고객님 명의로 발송되신거 같습니다. 이거 나오시고 들어가시는 고객님 모두 다 두 분 모두 따로 저희쪽에 명의 변경 신청하지 않으셔서 예전 명의자분 고지서 발송되었습니다.  고지서는. 언제 왜 그러세요 고객님.  벌써 1월 11일 날짜로 발송해드렸던 고지서 납부한데서도 미납인 상태이시고요.  다음 고지서는 12일 되셔야지만 받아보실 수 있으십니다.  네네 다음 달에요?  이번달 12일이요 고객님 지난달 요금. 아 이번달 12일 날 12일이요? 고객님 12월달에 사용하신 요금 고객님께서 부담하시는건가요? 네? 12월달에 사용하신 요금 고객님께서 부담하시는건가요? 아 있잖아요 왜이렇게 말이 여름으로 여름으로 나와요? 미납으로 고객님께서 발송되어 있으신 거 고객님께서 다 납부 해주실 건가요? 아 납부해 드려야 되는데요. 지나가서 얘기해 주세요 고객님. 예? 납부 안 되셔서 미납이세요. 이번에 고지서 받으실 때 미납으로 같이 청구되실 겁니다. 근데 얼마 지금 얼마 지금 고지서가 안 나와서 안 오냐요. 고지서 동의고지서 발송해드렸어요 고객님 예전 고객님 명의자번호로. 명의정리 신청 안하셔서 고객님께서 확인 못하셨던거 같으세요. 근데 1월 5일까지 사용번호로 77130원 청구되어 있으신데 이거 포함해서 고지서가 다시 발송될 예정입니다.  근데 제가 전화를 잘 말이 이상하게 드리니까  문자로 좀 한번 보내자고요.  네.  근데 고지서가 어떤지.  네 알겠습니다.  다음 고지서는 동의고지서 발송 받으실 거고요.  네.  간단하게 금액과 계좌번호 문자 메시지 발 발송해드리도록 하겠습니다. 아 근데 이댈 12일날 고지서가 나온다고요? 네 그렇습니다 고객님. 아 일단 문자로 좀 보내주세요 요금하고. 네 알겠습니다. 예. 다른 문의사항 없으십니까?
요금문의,미납 요금을 해결하려면 어떻게 해야 하나요?,정성을 다하겠습니다 삼천리 도시가스 이였습니다. 네 안녕하세요. 네 안녕하십니까. 여기. 네 무엇을 도와드릴게요? 인천 이천구 주안동. 주안동. 1568-13. 1568-13. 네 202호인데요. 202호. 성함이 어떻게 되십니까? 저희가 네 저희가 지금 세입자거든요. 고객님 성함이 당자를 착하시는 분은 아니고요 세입자분이세요? 네. 202호. 202호 네. 네 근데 여기 무엇을 도와드릴까요 고객님? 도시가스 지금 안 돼있는걸로 알고 있어요 그것 좀 연결결 부탁드릴게요 고객님 이사를 언제 오셨어요 죄송한데? 제가 그걸 청구로 청구로 쓰다보니깐 도시가스가 안되어있는거 몰랐거든요 체납중지로 되어있어서 근데 그 주인분이 그렇게 얘기 안했거든요 얼마 체납됐는데요? 금액은 크시는데 계약수가 맞는데 지금 오래서 네. 체납으로 중지된걸로 확인되시는데요 고객님. 어 근데 너무 이쁜데 진짜. 아니 근데 체납은 그 주인한테 받으셔야 되고요 저희가 이거. 지금 상태에서 고객님에 대한 거 이제 진행할 수 없으니깐 주인분하고 네. 말씀하시고 전화주셔야 될 것 같습니다. 아 체납 얼마를 하셨셨죠? 잠시만 제가 메모좀 할게요. 네 메모 가능하십니다. 네. 16200원 확인되십니다. 16200원이요? 네. 아 그러면 이거 저희가 월요일날 예약을 모를 와서 하는걸로 해주시면 안될까요? 네 그게 안되세요. 이 처리가 안된 상태에서는. 일단 먼저 처리를 해야하는거죠? 네. 네 알겠습니다 다시 전화드릴게요. 그럼 제가 바로 그 연락할 수 있는 번호로 전화주시면 안될까요? 없어요? 네. 네 알겠습니다. 네 다른 문의사항은 죄송합니다. 네. 수고하세요. 네 감사합니다.
요금문의,이전 요금 납부 확인서를 다시 받을 수 있을까요?,정성을 다하겠습니다. 삼천리 도시가스 장소인입니다. 네 그 제개발 주요 관련해서 사실 완전 명승했긴한데 요금 납부 확인서가 그거에요? 전화주신 곳은 이주센터 하신건가요 아니시면 주인이신건가요? 네 주인이요. 전화드리면 되요. 네. 그러면 납부 확인서를 저희가 이주센터 팩스로 발송을 해드리면 처리가 더 가능하시더라고요. 음. 네네. 혹시 주소가 어떻게 되십니까? 주소가 주안동 1540-25. 1540-25번지 삼정그레인지 몇 호십니까? 302호. 아 302호 말씀이셨고요. 네. 제가 납부확인서는 발송했었던 일확은 있습니다만. 예 지금  납부 확인서 받았으니깐 이게 그거에요? 해지왔나 명층이에요? 네 맞습니다 이 납부 확인서로 대출하시면 됩니다. 네. 다른 궁금한 사항 있으실까요? 네 감사합니다. 네 감사합니다. 상담원 정사랍니다. 네.
요금문의,요금이 제대로 연결되지 않았거나 미납된 경우 처리 절차가 어떻게 되나요?,정성을 다하겠습니다. 삼천리 도시가스 정연입니다. 네 다름이 아니라 그 가스 요금때문에 문의좀 하려고 하는데요. 네 문의하신 주소가 어떻게 되십니까? 어 문의치월구 문학동. 예. 주영 401동 301호인데요. 네 고객님 성함은 어떻게 되십니까? 진영이요. 네 확인 감사합니다. 요금 어떤 요금 확인해드리면 되겠습니까? 아니 저희가 이사온지가 11월 9일날로로 알고 있는데. 네. 요금이 4개월치가 나오죠? 네 고객님 말씀하신 제도 11월 16일에 입주하신 걸로 확인되고요 12월달 고지분 부터 2월 고지분까지 총 3개월 번 입니다. 3개월께 팔만 얼마를 하는거죠? 네 맞습니다 팔만 1290원 확인되고 있습니다. 아 전에꺼 또 저는 왜 그러냐면은 그 석정로에 살고 있는걸로 가서 이쪽으로 연결했는지 알고 그거는 연결 안 되어있고 다 완납됐죠. 고객님 말씀하신 수미동 쪽으로 하시는 거 말씀하시는 거 맞을까요? 예예예. 수미동에서 마지막 정산받으셨던 금액 8200원 수납 안 되어있으시기 때문에 연결이 되어있으신 건 맞으시고요. 이 금액은 3개월입니다. 그 8200원은요. 네. 집주인 임승만한테 다 보냈습니다 그거 그쪽에서 처리해준다고 지금 집주인 분께서 납부 안되셨던걸로 확인됩니다 아니 그쪽하고 통화 했다고 얘기하던데? 보일쪽으로 연락오신 거 없으신데요? 아그 집주인한테 제가 보내드렸는데 왜 그걸 저한테 청구를 하는지 그것때문에 좀 의아해갖고 전화 한번 드렸어요. 수납이 안되셨기 때문에 청구가 되신거고요. 집주인 분이 주셨다면 요금 수납하시라고 전화를 해주셔야 될 것 같습니다. 전화도 그거 했는데요 제가? 등록으로 납부하시거나 연락오셔도 수납하시는 이력은 없습니다. 아이나이씨. 고객님 이거 어떻게 해야하는거죠? 말씀주셨듯이 그 집주인 분께 연락하셔서 요금 고객님이 다시 받으셔서 납부하시거나 아니시면 집주인 분한테 직접 납부하시라고 해주셔야 될 것 같아요. 얼마죠 이게? 8200까지요? 네 8200원입니다. 일단 알겠습니다. 네 감사합니다. 다른 문의사항입니다.
요금문의,"미납 요금 정산 상태를 위주로, 향후 미납 문자가 발송되지 않도록 조치할 수 있을까요?",얻어봐겠습니다. 삼천리 도시가스 말하기미입니다. 네 그 오늘 오전에 그 요금을 납부했는데 아까 미납센터에서 네. 내십경에 문자가 들어와가지고 미납으로 들어왔는데 어떻게 된건가요? 월드페이스티빌 304호 맞으십니까? 아 예예. 예 예약된 문자가 발송되셨던걸로 확인되고요 지금 정산 수납되어 있으시기 때문에 별다른 문진 없으신 걸로 확인됩니다. 아 수납된걸로 확인됐다고요? 네 확인되셨습니다 예약되신 문자가 먼저 발송되셨던 걸로 확인됩니다. 미납금액 아예 없는거죠? 네 없습니다. 이번달꺼까지 다 들어왔는건가요? 네 2월달 요금까지 다 납부하셨습니다. 예 알았습니다 예. 네 감사합니다 상담원 정연입니다. 예.
요금문의,"요금 내역을 확인하고 싶은데, 미납 요금이 있는지 알고 싶습니다.",정성을 다하겠습니다. 삼천리 도시가스 윤정입니다. 아 예 저기 여기가요. 네. 주안동 긴두리미 1804호거든요? 네. 아 그런데 문자가 와서 그러는데 이게 가스가 지금 문자가 들어왔거든요 근데 뭐가 어떻게 된건지 잘 모르겠어서 여쭤보려고 전화드렸어요.  아 오늘 문자가 왔다는 말씀이신건가요?  네 지금 방금 들었는데요.  혹시 어떤 내용이 문자인지 확인 가능하세요 고객님?  아 저기 뭐 주 주소가 저희 사는 집 말고요 제가 원룸을 가지고 있거든요.  네 예. 그런데 원룸에 거기 103호가 방이 비어 있어서 제이름으로 여있거든요 근데 거기꺼인지 어떤지 정확하지를 않아서요. 그 문자운데보시면 주소가 나와있을텐데 확인 가능하세요 고객님? 확인이요? 예. 확인 어떻게 하는건지 잘 모르겠는데. 그 문자온거 내용을 보시면 그쪽에 주소가 있거든요. 그러면 제가 다시할까요? 전호를 보고? 예 그 문자 내용에 보시면. 예. 금액이랑 계좌번호가 따로 나와있는데요 어디옷는지 확인하시고 만약에 18-18 도로수 있잖아요. 거기서 알아보실 수 있잖아요. 지금 금방 방금 온지 얼마 안된거니까. 네 진돌로를 들인지 그 18-18 도로수. 그러게 그거를 확인 그거를 확인하려고 그러는건데. 금액 아세요 혹시? 네? 문자 가운데 보시면 금액이 나와있는데 그 금액을 아세요. 2만 얼마라고 나온거 같은데요. 2만 얼마요? 네. 이게 전산으로 배송되는 거다 보니까. 네. 저희가 가까운 호수마다 확인을 해야해서 잠시만요 고객님. 네. 그 진돌오륩이 말고 주소가 번지수가 어떻게 되세요 고객님?  018-2년 1월이예요 111. 아예 205호 확인되셨고요 금액 201550원 확인됩니다. 몇일 부터 몇일까지 쓴거죠? 그 미납요금 있으시고요 2월 9일부터 4월 7일까지입니다. 2월 9일부터 2월 9일부터 몇 호요? 4월 7일이요. 4월 7일까지 205호요? 예. 그게 2528000 얼마인가요? 21550원입니다. 21500 뭐 103호도 비워있거든요. 103호도 제가 지금 낸지가 쩔을 됐거든요. 예 103호는 두달치 분 1870원 나와있습니다. 네 그거 두가지인가요? 예. 네 알겠습니다. 감사합니다 신담원 윤정이었습니다. 네 거기 계좌번호 나와있죠? 네 그렇습니다. 예. 네 감사합니다. 예.
요금문의,요금 납부를 위해 이전에 미납된 요금의 정확한 합산 금액을 다시 확인할 수 있을까요?,네 정성을 다하겠습니다 삼천리 도시가스 최유정입니다. 아 네 안녕하세요 저기. 안녕하십니까. 어 그 도시가스 밀레인거 요금 납부좀 하려고 하는데 계좌가 발송이 안됐다고 해서. 아 네 주소가 어떻게 되실까요 고객님? 아 경기 안양시 만안구. 네. 장내로 150번길. 장내로. 36. 잠시만요. 장내로 150번길이신가요? 네네. 150번길에. 36. 36. 네 몇 호이십니까? 아세대 502호. 502호. 아세대 502호. 명의 등록되어 있으신 분 성함은 어떻게 되십니까? 어 박동섭인가요? 여기 명의 미등록으로. 건물주로 되있나? 여기 명의 미동록으로 되어있으신데 지금 요금이 총 4개월 미납이 있으시고요. 202350원 확인되시는데 고객님 여기서 계속 거주를 하고 있으셨던건가요? 예예. 네 그러시면 일단 명의만 더 등록을 도와드리겠습니다. 여기 622에 108번지로 확인되시고요. 502호 명의 등록하실 분 성함은 어느 분으로 신청 도와드릴까요? 박동석이요. 박동자 석자 고객님이시고요. 생년월일 앞자리 어떻게 되십니까? 석 석이요 석이예요 석이예. 네 생년월일 앞자리 어떻게 되십니까? 690910. 네 핸드폰 번호는 어떻게 되세요? 아 잠시만요. 010에요. 네. 9309에 6610. 9309에 6610번이십니까? 네네. 네 말씀해주신 분 성함으로 명의 등록 해드렸고 지금 미납요금 있으신 거는. 금액이랑 가산계좌 어느분 핸드폰 번호로 발송해드려야 되시나요? 어 일단 박정성님한테 보내주시고요 저한테로 보내주실 수 있나요? 비번으로. 번호 두개로 보내드리면 되나요? 예예예. 네 각각 보내드렸고 지금 전화신 분은 가족분이신건가요? 아니요 직원이요 사장이신데. 아 사장 분 사장이신데요? 일단 저희가 각각 보내드렸고 지금 4개월이라서 가스가 중지되실 수 있기 때문에 오늘 중으로 빠른 입금 부탁드리겠습니다. 아 네 알겠습니다 감사합니다. 수고하세요. 네 감사합니다. 네 수고하십시요.
요금문의,미납된 요금을 확인하고 싶습니다. 미납 요금을 모바일 앱이나 온라인에서 확인할 수 있나요?,정성을 다하겠습니다. 삼천리 도시가스 윤정입니다. 네 수고하십니다. 오늘 그 이사와가지고요. 예예. 그 등록좀 하려고 그러는데 그. 주소가 어떻게 되십니까? 인청왕력시 미추월구 주안동 286-12 102호. 네 전화주신 분 성함으로 접수 해드릴까요 고객님? 네네. 아 오늘 입주하셨다고 하셨나요? 예예 오늘 좀 들어왔어요. 아직 요금 정산이 안되어 있으신데 정산은 어떻게 하시기로 하셨나요? 그 얼마나 나와있어요? 오늘까지는 아니고요 미납요금만 4800원 정도 있습니다. 어 4800원은 굳이 앞으로 예 제가 누르야하잖아요. 그 앞으로 나온거는 자동이체 뭐 그런걸로 안되나요? 아 이 미납요금도 고객님께서 결제하시는건가요? 아니 주인분하고 연락을 한번 해봐야하는데. 아. 그러면은 뭐야 그 주시면은 제가 그쪽으로 입금을 해드리고 따로 그 돈을 받든가 하면 되니까. 아 예 그럼 일단 금액하고 계좌는 문자로 넣어드릴 거고요. 네. 요금 납부하시고 연락을 주셔어야만 등록 가능하실 거 같습니다 고객님. 음 그러면 내일 지금 뭐야 어차피 오늘은 안되잖아요? 예. 아 그니깐 내일 그 방문하셔가지고 해주시면 될 것 같은데. 아 저희가 정산이 안되어있으시면 접수주소가 안되어있기 때문에. 아 지금 바로 바로 하고. 예. 그 물거 요금을 물거. 예. 아 알겠습니다 그럼 바로 입금하겠습니다. 아 예 그럼 납부하시고 다시한번 연락 부탁드리겠습니다. 바로 다이렉트로 통화는 안되나요? 예 집통전화는 없습니다 고객님. 아 알겠습니다. 감사합니다 상담원 윤정이었습니다. 네.
요금문의,연체 요금 납부 방법을 안내받을 수 있을까요?,정성을 다하겠습니다. 삼천리 도시가스. 네 여보세요? 네. 네 그제 그 카카오톡으로. 네. 그 요금이 나왔는데요. 네. 연체 요금이 있어가지고. 네. 제가 그 신용 카드로 결제가 안되어였는지 한번 봐주시겠어요? 대동아파트 201동 1307호 맞으십니까? 네네. 명의자분 성함은 어떻게 되십니까? 대진수요. 네 확인 감사합니다. 말씀하시는데는 자동이체가 등록되어 있지 않습니다. 아 등록 안 돼 있어요? 네 맞습니다. 근데 지금 고지 요금 고지서 세번 나왔죠? 네 맞습니다. 한번도 안냈어요? 네 납부 안되어 있습니다. 아 그러면 지금 신용카드로 납부 가능할까요? 신용카드 자동이체 신청 먼저 도와드릴까요 고객님? 아 신청은 제가 조금전에 국민카드를 했어요. 아 네네 그러시면 지금 당월분까지 납부하실수 있는. 네네. 제가 카드 결제번호를 하나 문자로 넣어드렸습니다 고객님. 네네. 예 그 문자 안쪽에 카드 결제번호 해서 0507로 시작하시는 번호 보이실건데요. 그 번호로 전화하시면 카드로 결제 수납 가능하겠습니다. 문자로 번호이요? 네 지금 알림톡 넣어드렸습니다. 네 알겠습니다. 네 감사합니다. 네. 상담원입니다. 네.
요금문의,요금을 온라인으로 납부하려면 어떤 절차를 따라야 하나요?,정성을 다하겠습니다 삼천리 도시가스 유영화입니다. 네 수고하십니다 여보세요? 네 고객님 무엇을 드릴까요? 아 전 이거 가스요금 안양이거든요. 안양이요? 안양 그쪽 인천으로 연결되셨는데요 고객님. 그러면 어떻게 해야 돼요 안양으로? 안양 무슨 동이신건가요 고객님? 만안구요. 만안구요 고객님? 네. 메모 혹시 가능하십니까 고객님? 네 예 네. 15443002 누르셨을때. 15. 15443002. 네. 누르면 본인이 맞으면 1번 아니면 2번이라는 멘트가 나올겁니다.시만요 1544 002요. 3002. 아 3002. 네. 본인이 아니다 라고 해서 2번을 누르시고. 본인이 아니 내가 지금 이거 내야해서 2번이요? 네. 네. 상담원 연결 0번. 네. 만항구 무슨 동이실까요 고객님? 안양로요. 안양요 안양. 안양로 3. 383번길. 센터 번호 28번하고 별표 누르시면 관할 센터 연결되실겁니다. 아 28번하고 별표요? 네. 아 그러면은 처음에 3002 눌러갖고 2번 누르고 0번 누르고 28번 눌러요. 28번. 탈표. 아 감사합니다. 네 바로 전화 드려 죄송합니다. 아이고 고맙습니다. 네 감사합니다. 수고하세요. 네..
요금문의,"이사 정산 시 미납 요금이 있었다면, 해당 금액을 어떻게 확인할 수 있나요?",정성을 다하겠습니다. 삼천리 도시가스 윤정입니다. 네 수고하십니다. 이사정산이 됐는지 확인좀 하려구요. 아예. 주소가 어떻게 되십니까? 이처월구 조안동. 네. 764에 12번지. 네. 이노빌 이노빌리지 14302호. 302호시구요. 네. 지금 4월 9일날 정산 완료하신걸로 되어있고요. 아 네네. 검침도 다 됐나요? 아 예 검침 623호까지 다 안나가셨습니다. 아 네네 네 감사합니다. 감사합니다 수납자분이였습니다. 네.
요금문의,납부 안내 문자가 잘못 왔을 가능성을 어떻게 확인할 수 있을까요?,정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 예 내가 요금을 다 냈는데. 네네. 그 뭐 1월 6만원이 덜 냈다고 문자가 왔는데 그거 뭐죠? 죄송한데 주소지 말씀해 주시면 확인을 안내하겠습니다 고객님. 예. 선학동. 네 연수구 선학동. 어 397에 10. 397에 10번지. 203호 203호. 203호라고 하셨구요 성함이 혹시 김섭자를 시작하시나요? 예. 주소가 정보 감사합니다. 고객님 미납요금이 아니고. 어. 이번에 2월 8일까지 쓰신 요금. 네 25일날이 납부일이시잖아요 고객님. 2월 8일날이. 1월 8일부터 2월 8일까지 쓴 요금을. 네. 매월 25일날 납부하시잖아요 고객님. 아 예 25일날 납부하는데 그래. 미납요금이 아니고 58360원. 고지 금액을 먼저 문자 발송하고 그 종이고지서도 좀 나갈 예정입니다 고객님 미리 안내분차. 아 아니에요 그 얘기가 아니요 그요 60 얼마 하던데. 6020원은 1월달 고지분입니다. 아 근데 그거 미납분이라고 왔어요. 아니요 미납분 아니세요 고객님 납부 되어있습니다. 어 근데 왜 그런 문자를 보내실까? 저희 미납이라고 문자 발송한건 없는데요 고객님. 없어요? 네. 내가 잘못봤는가? 같은 날 미납이 없으면 되세요. 네. 해주세요. 네네. 해주십니까? 네네네. 감사합니다 안녕하십니까. 네.
